Year,State,2013 Urbanization,2013 Urbanization Code,Deaths,Population,Age Adjusted Rate,aar_unreliable,urb_code
2006.0,Missouri,Medium Metro,3.0,69.0,436742.0,16.0,0,"[3.0, 'Medium Metro']"
2006.0,Missouri,Small Metro,4.0,64.0,668862.0,9.9,0,"[4.0, 'Small Metro']"
2006.0,Missouri,Micropolitan (non-metro),5.0,89.0,694252.0,13.4,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Missouri,NonCore (non-metro),6.0,100.0,841649.0,13.3,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Montana,Small Metro,4.0,35.0,334827.0,10.6,0,"[4.0, 'Small Metro']"
2006.0,Montana,Micropolitan (non-metro),5.0,26.0,273514.0,9.8,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Montana,NonCore (non-metro),6.0,36.0,344351.0,10.0,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Nebraska,Medium Metro,3.0,56.0,992474.0,5.6,0,"[3.0, 'Medium Metro']"
2006.0,Nebraska,Micropolitan (non-metro),5.0,19.0,323913.0,6.5,1,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Nebraska,NonCore (non-metro),6.0,14.0,351468.0,4.9,1,"[6.0, 'NonCore (non-metro)']"
2006.0,Nevada,Large Central Metro,1.0,343.0,1803774.0,18.7,0,"[1.0, 'Large Central Metro']"
2006.0,Nevada,Medium Metro,3.0,66.0,404366.0,15.8,0,"[3.0, 'Medium Metro']"
2006.0,Nevada,Small Metro,4.0,11.0,55410.0,21.8,1,"[4.0, 'Small Metro']"
2006.0,Nevada,Micropolitan (non-metro),5.0,34.0,227161.0,15.2,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,New Hampshire,Large Fringe Metro,2.0,47.0,413981.0,10.7,0,"[2.0, 'Large Fringe Metro']"
2006.0,New Hampshire,Medium Metro,3.0,50.0,398169.0,12.3,0,"[3.0, 'Medium Metro']"
2006.0,New Hampshire,Micropolitan (non-metro),5.0,47.0,448818.0,10.9,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,New Jersey,Large Central Metro,1.0,160.0,1919757.0,8.1,0,"[1.0, 'Large Central Metro']"
2006.0,New Jersey,Large Fringe Metro,2.0,582.0,5746198.0,10.3,0,"[2.0, 'Large Fringe Metro']"
2006.0,New Jersey,Medium Metro,3.0,58.0,743658.0,7.6,0,"[3.0, 'Medium Metro']"
2006.0,New Jersey,Small Metro,4.0,47.0,252066.0,19.0,0,"[4.0, 'Small Metro']"
2006.0,New Mexico,Medium Metro,3.0,219.0,831252.0,26.1,0,"[3.0, 'Medium Metro']"
2006.0,New Mexico,Small Metro,4.0,69.0,457515.0,15.8,0,"[4.0, 'Small Metro']"
2006.0,New Mexico,Micropolitan (non-metro),5.0,110.0,574546.0,20.1,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,New Mexico,NonCore (non-metro),6.0,20.0,98824.0,19.2,0,"[6.0, 'NonCore (non-metro)']"
2006.0,New York,Large Central Metro,1.0,970.0,9657799.0,9.9,0,"[1.0, 'Large Central Metro']"
2006.0,New York,Large Fringe Metro,2.0,479.0,5340513.0,8.9,0,"[2.0, 'Large Fringe Metro']"
2006.0,New York,Medium Metro,3.0,109.0,1813944.0,6.1,0,"[3.0, 'Medium Metro']"
2006.0,New York,Small Metro,4.0,40.0,865644.0,4.6,0,"[4.0, 'Small Metro']"
2006.0,New York,Micropolitan (non-metro),5.0,50.0,1018063.0,4.9,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,New York,NonCore (non-metro),6.0,32.0,408668.0,8.2,0,"[6.0, 'NonCore (non-metro)']"
2006.0,North Carolina,Large Central Metro,1.0,112.0,1615545.0,6.7,0,"[1.0, 'Large Central Metro']"
2006.0,North Carolina,Large Fringe Metro,2.0,152.0,1119438.0,13.6,0,"[2.0, 'Large Fringe Metro']"
2006.0,North Carolina,Medium Metro,3.0,427.0,3214342.0,13.3,0,"[3.0, 'Medium Metro']"
2006.0,North Carolina,Small Metro,4.0,82.0,841286.0,10.1,0,"[4.0, 'Small Metro']"
2006.0,North Carolina,Micropolitan (non-metro),5.0,189.0,1498005.0,13.1,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,North Carolina,NonCore (non-metro),6.0,97.0,628654.0,16.5,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Ohio,Large Central Metro,1.0,488.0,3233653.0,14.8,0,"[1.0, 'Large Central Metro']"
2006.0,Ohio,Large Fringe Metro,2.0,252.0,2281531.0,11.0,0,"[2.0, 'Large Fringe Metro']"
2006.0,Ohio,Medium Metro,3.0,433.0,3050950.0,14.3,0,"[3.0, 'Medium Metro']"
2006.0,Ohio,Small Metro,4.0,64.0,515801.0,13.2,0,"[4.0, 'Small Metro']"
2006.0,Ohio,Micropolitan (non-metro),5.0,229.0,1939669.0,12.3,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Ohio,NonCore (non-metro),6.0,49.0,459609.0,11.1,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Oklahoma,Large Central Metro,1.0,105.0,690153.0,15.5,0,"[1.0, 'Large Central Metro']"
2006.0,Oklahoma,Large Fringe Metro,2.0,50.0,492515.0,10.4,0,"[2.0, 'Large Fringe Metro']"
2006.0,Oklahoma,Medium Metro,3.0,197.0,984468.0,20.4,0,"[3.0, 'Medium Metro']"
2006.0,Oklahoma,Small Metro,4.0,11.0,122980.0,9.4,1,"[4.0, 'Small Metro']"
2006.0,Oklahoma,Micropolitan (non-metro),5.0,123.0,766155.0,17.5,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Oklahoma,NonCore (non-metro),6.0,77.0,537819.0,15.2,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Oregon,Large Central Metro,1.0,130.0,683767.0,17.6,0,"[1.0, 'Large Central Metro']"
2006.0,Oregon,Large Fringe Metro,2.0,87.0,1007116.0,8.3,0,"[2.0, 'Large Fringe Metro']"
2006.0,Oregon,Medium Metro,3.0,92.0,714243.0,12.9,0,"[3.0, 'Medium Metro']"
2006.0,Oregon,Small Metro,4.0,91.0,619329.0,14.4,0,"[4.0, 'Small Metro']"
2006.0,Oregon,Micropolitan (non-metro),5.0,71.0,549830.0,13.4,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Oregon,NonCore (non-metro),6.0,14.0,96598.0,14.6,1,"[6.0, 'NonCore (non-metro)']"
2006.0,Pennsylvania,Large Central Metro,1.0,573.0,2714735.0,21.5,0,"[1.0, 'Large Central Metro']"
2006.0,Pennsylvania,Large Fringe Metro,2.0,493.0,3627621.0,14.3,0,"[2.0, 'Large Fringe Metro']"
2006.0,Pennsylvania,Medium Metro,3.0,308.0,3496732.0,9.1,0,"[3.0, 'Medium Metro']"
2006.0,Pennsylvania,Small Metro,4.0,110.0,1158615.0,10.0,0,"[4.0, 'Small Metro']"
2006.0,Pennsylvania,Micropolitan (non-metro),5.0,119.0,1092083.0,11.5,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Pennsylvania,NonCore (non-metro),6.0,35.0,421023.0,9.0,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Rhode Island,Large Central Metro,1.0,119.0,631691.0,18.9,0,"[1.0, 'Large Central Metro']"
2006.0,Rhode Island,Large Fringe Metro,2.0,56.0,431405.0,13.1,0,"[2.0, 'Large Fringe Metro']"
2006.0,South Carolina,Large Fringe Metro,2.0,30.0,298106.0,9.7,0,"[2.0, 'Large Fringe Metro']"
2006.0,South Carolina,Medium Metro,3.0,406.0,2826100.0,14.2,0,"[3.0, 'Medium Metro']"
2006.0,South Carolina,Small Metro,4.0,45.0,476485.0,9.9,0,"[4.0, 'Small Metro']"
2006.0,South Carolina,Micropolitan (non-metro),5.0,49.0,437095.0,11.9,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,South Carolina,NonCore (non-metro),6.0,24.0,320061.0,7.5,0,"[6.0, 'NonCore (non-metro)']"
2006.0,South Dakota,Small Metro,4.0,19.0,352435.0,5.5,1,"[4.0, 'Small Metro']"
2006.0,South Dakota,NonCore (non-metro),6.0,10.0,215210.0,5.6,1,"[6.0, 'NonCore (non-metro)']"
2006.0,Tennessee,Large Central Metro,1.0,209.0,1517703.0,13.6,0,"[1.0, 'Large Central Metro']"
2006.0,Tennessee,Large Fringe Metro,2.0,116.0,1048933.0,10.9,0,"[2.0, 'Large Fringe Metro']"
2006.0,Tennessee,Medium Metro,3.0,295.0,1530795.0,19.1,0,"[3.0, 'Medium Metro']"
2006.0,Tennessee,Small Metro,4.0,76.0,540430.0,14.7,0,"[4.0, 'Small Metro']"
2006.0,Tennessee,Micropolitan (non-metro),5.0,155.0,809064.0,19.9,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Tennessee,NonCore (non-metro),6.0,124.0,641841.0,20.1,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Texas,Large Central Metro,1.0,1037.0,10927895.0,9.4,0,"[1.0, 'Large Central Metro']"
2006.0,Texas,Large Fringe Metro,2.0,393.0,3910321.0,9.9,0,"[2.0, 'Large Fringe Metro']"
2006.0,Texas,Medium Metro,3.0,348.0,3991012.0,9.3,0,"[3.0, 'Medium Metro']"
2006.0,Texas,Small Metro,4.0,165.0,1588255.0,10.7,0,"[4.0, 'Small Metro']"
2006.0,Texas,Micropolitan (non-metro),5.0,118.0,1561441.0,8.1,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Texas,NonCore (non-metro),6.0,130.0,1380656.0,9.8,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Utah,Large Central Metro,1.0,203.0,966798.0,21.4,0,"[1.0, 'Large Central Metro']"
2006.0,Utah,Medium Metro,3.0,154.0,1003217.0,17.2,0,"[3.0, 'Medium Metro']"
2006.0,Utah,Small Metro,4.0,20.0,228032.0,10.8,0,"[4.0, 'Small Metro']"
2006.0,Utah,Micropolitan (non-metro),5.0,30.0,145731.0,21.6,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Utah,NonCore (non-metro),6.0,29.0,130246.0,27.0,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Vermont,Small Metro,4.0,22.0,207426.0,10.2,0,"[4.0, 'Small Metro']"
2006.0,Vermont,Micropolitan (non-metro),5.0,38.0,252209.0,15.4,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Vermont,NonCore (non-metro),6.0,15.0,163257.0,10.4,1,"[6.0, 'NonCore (non-metro)']"
2006.0,Virginia,Large Central Metro,1.0,104.0,1195615.0,8.7,0,"[1.0, 'Large Central Metro']"
2006.0,Virginia,Large Fringe Metro,2.0,252.0,4059995.0,6.0,0,"[2.0, 'Large Fringe Metro']"
2006.0,Virginia,Medium Metro,3.0,58.0,637421.0,9.6,0,"[3.0, 'Medium Metro']"
2006.0,Virginia,Small Metro,4.0,65.0,714891.0,9.5,0,"[4.0, 'Small Metro']"
2006.0,Virginia,Micropolitan (non-metro),5.0,83.0,282426.0,31.3,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Virginia,NonCore (non-metro),6.0,67.0,783377.0,9.2,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Washington,Large Central Metro,1.0,259.0,1822967.0,13.0,0,"[1.0, 'Large Central Metro']"
2006.0,Washington,Large Fringe Metro,2.0,233.0,1846395.0,12.1,0,"[2.0, 'Large Fringe Metro']"
2006.0,Washington,Medium Metro,3.0,192.0,1204455.0,15.7,0,"[3.0, 'Medium Metro']"
2006.0,Washington,Small Metro,4.0,114.0,818153.0,14.3,0,"[4.0, 'Small Metro']"
2006.0,Washington,Micropolitan (non-metro),5.0,81.0,529764.0,16.2,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Washington,NonCore (non-metro),6.0,18.0,149019.0,13.4,1,"[6.0, 'NonCore (non-metro)']"
2006.0,West Virginia,Medium Metro,3.0,65.0,310249.0,20.9,0,"[3.0, 'Medium Metro']"
2006.0,West Virginia,Small Metro,4.0,134.0,751109.0,18.0,0,"[4.0, 'Small Metro']"
2006.0,West Virginia,Micropolitan (non-metro),5.0,76.0,302205.0,26.4,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,West Virginia,NonCore (non-metro),6.0,80.0,414346.0,20.7,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Wisconsin,Large Central Metro,1.0,194.0,930263.0,21.1,0,"[1.0, 'Large Central Metro']"
2006.0,Wisconsin,Large Fringe Metro,2.0,82.0,874950.0,9.4,0,"[2.0, 'Large Fringe Metro']"
2006.0,Wisconsin,Medium Metro,3.0,89.0,922813.0,9.3,0,"[3.0, 'Medium Metro']"
2006.0,Wisconsin,Small Metro,4.0,130.0,1345640.0,9.8,0,"[4.0, 'Small Metro']"
2006.0,Wisconsin,Micropolitan (non-metro),5.0,56.0,771332.0,7.4,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Wisconsin,NonCore (non-metro),6.0,42.0,732657.0,5.9,0,"[6.0, 'NonCore (non-metro)']"
2006.0,Wyoming,Small Metro,4.0,16.0,157625.0,10.1,1,"[4.0, 'Small Metro']"
2006.0,Wyoming,Micropolitan (non-metro),5.0,28.0,217749.0,13.0,0,"[5.0, 'Micropolitan (non-metro)']"
2006.0,Wyoming,NonCore (non-metro),6.0,11.0,147293.0,7.0,1,"[6.0, 'NonCore (non-metro)']"
2007.0,Alabama,Large Central Metro,1.0,80.0,655163.0,11.9,0,"[1.0, 'Large Central Metro']"
2007.0,Alabama,Large Fringe Metro,2.0,80.0,452093.0,17.7,0,"[2.0, 'Large Fringe Metro']"
2007.0,Alabama,Medium Metro,3.0,109.0,1218101.0,8.9,0,"[3.0, 'Medium Metro']"
2007.0,Alabama,Small Metro,4.0,151.0,1182639.0,13.3,0,"[4.0, 'Small Metro']"
2007.0,Alabama,Micropolitan (non-metro),5.0,33.0,523927.0,6.7,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Alabama,NonCore (non-metro),6.0,58.0,640917.0,9.2,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Alaska,Medium Metro,3.0,54.0,360194.0,14.3,0,"[3.0, 'Medium Metro']"
2007.0,Alaska,NonCore (non-metro),6.0,10.0,182538.0,5.0,1,"[6.0, 'NonCore (non-metro)']"
2007.0,Arizona,Large Central Metro,1.0,575.0,3711954.0,15.9,0,"[1.0, 'Large Central Metro']"
2007.0,Arizona,Large Fringe Metro,2.0,40.0,306174.0,13.4,0,"[2.0, 'Large Fringe Metro']"
2007.0,Arizona,Medium Metro,3.0,165.0,955869.0,18.1,0,"[3.0, 'Medium Metro']"
2007.0,Arizona,Small Metro,4.0,116.0,854538.0,14.2,0,"[4.0, 'Small Metro']"
2007.0,Arizona,Micropolitan (non-metro),5.0,36.0,240692.0,16.6,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Arizona,NonCore (non-metro),6.0,11.0,98454.0,13.7,1,"[6.0, 'NonCore (non-metro)']"
2007.0,Arkansas,Medium Metro,3.0,135.0,1268140.0,10.8,0,"[3.0, 'Medium Metro']"
2007.0,Arkansas,Small Metro,4.0,40.0,368654.0,10.8,0,"[4.0, 'Small Metro']"
2007.0,Arkansas,Micropolitan (non-metro),5.0,54.0,571295.0,10.2,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Arkansas,NonCore (non-metro),6.0,66.0,590123.0,11.6,0,"[6.0, 'NonCore (non-metro)']"
2007.0,California,Large Central Metro,1.0,2344.0,23010488.0,10.0,0,"[1.0, 'Large Central Metro']"
2007.0,California,Large Fringe Metro,2.0,377.0,4696538.0,8.0,0,"[2.0, 'Large Fringe Metro']"
2007.0,California,Medium Metro,3.0,764.0,6551127.0,11.9,0,"[3.0, 'Medium Metro']"
2007.0,California,Small Metro,4.0,192.0,1151403.0,16.9,0,"[4.0, 'Small Metro']"
2007.0,California,Micropolitan (non-metro),5.0,136.0,563459.0,23.6,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,California,NonCore (non-metro),6.0,41.0,277296.0,13.9,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Colorado,Large Central Metro,1.0,148.0,564395.0,26.2,0,"[1.0, 'Large Central Metro']"
2007.0,Colorado,Large Fringe Metro,2.0,274.0,1854291.0,14.1,0,"[2.0, 'Large Fringe Metro']"
2007.0,Colorado,Medium Metro,3.0,193.0,1420722.0,13.3,0,"[3.0, 'Medium Metro']"
2007.0,Colorado,Small Metro,4.0,42.0,294555.0,15.3,0,"[4.0, 'Small Metro']"
2007.0,Colorado,Micropolitan (non-metro),5.0,36.0,367476.0,9.3,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Colorado,NonCore (non-metro),6.0,41.0,302429.0,14.2,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Connecticut,Large Central Metro,1.0,127.0,884548.0,14.4,0,"[1.0, 'Large Central Metro']"
2007.0,Connecticut,Large Fringe Metro,2.0,40.0,313847.0,12.0,0,"[2.0, 'Large Fringe Metro']"
2007.0,Connecticut,Medium Metro,3.0,239.0,2139009.0,11.2,0,"[3.0, 'Medium Metro']"
2007.0,Connecticut,Micropolitan (non-metro),5.0,27.0,189866.0,14.3,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Delaware,Large Fringe Metro,2.0,64.0,530555.0,12.0,0,"[2.0, 'Large Fringe Metro']"
2007.0,Delaware,Medium Metro,3.0,20.0,187225.0,11.9,0,"[3.0, 'Medium Metro']"
2007.0,Delaware,Small Metro,4.0,13.0,153969.0,8.7,1,"[4.0, 'Small Metro']"
2007.0,District of Columbia,Large Central Metro,1.0,61.0,574404.0,10.8,0,"[1.0, 'Large Central Metro']"
2007.0,Florida,Large Central Metro,1.0,906.0,6470582.0,13.6,0,"[1.0, 'Large Central Metro']"
2007.0,Florida,Large Fringe Metro,2.0,871.0,5043838.0,17.6,0,"[2.0, 'Large Fringe Metro']"
2007.0,Florida,Medium Metro,3.0,763.0,5122279.0,15.8,0,"[3.0, 'Medium Metro']"
2007.0,Florida,Small Metro,4.0,151.0,1032689.0,15.9,0,"[4.0, 'Small Metro']"
2007.0,Florida,Micropolitan (non-metro),5.0,53.0,355489.0,15.9,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Florida,NonCore (non-metro),6.0,50.0,342965.0,14.2,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Georgia,Large Central Metro,1.0,101.0,869329.0,11.1,0,"[1.0, 'Large Central Metro']"
2007.0,Georgia,Large Fringe Metro,2.0,385.0,4197027.0,8.9,0,"[2.0, 'Large Fringe Metro']"
2007.0,Georgia,Medium Metro,3.0,98.0,1075952.0,9.1,0,"[3.0, 'Medium Metro']"
2007.0,Georgia,Small Metro,4.0,149.0,1465890.0,10.3,0,"[4.0, 'Small Metro']"
2007.0,Georgia,Micropolitan (non-metro),5.0,99.0,963010.0,10.6,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Georgia,NonCore (non-metro),6.0,91.0,778780.0,12.0,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Hawaii,Medium Metro,3.0,96.0,925335.0,10.2,0,"[3.0, 'Medium Metro']"
2007.0,Hawaii,Small Metro,4.0,11.0,148117.0,7.4,1,"[4.0, 'Small Metro']"
2007.0,Hawaii,Micropolitan (non-metro),5.0,29.0,242223.0,11.8,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Idaho,Medium Metro,3.0,60.0,590330.0,10.3,0,"[3.0, 'Medium Metro']"
2007.0,Idaho,Small Metro,4.0,30.0,387349.0,8.0,0,"[4.0, 'Small Metro']"
2007.0,Idaho,Micropolitan (non-metro),5.0,27.0,389745.0,7.3,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Illinois,Large Central Metro,1.0,518.0,5154235.0,10.0,0,"[1.0, 'Large Central Metro']"
2007.0,Illinois,Large Fringe Metro,2.0,335.0,4013891.0,8.3,0,"[2.0, 'Large Fringe Metro']"
2007.0,Illinois,Medium Metro,3.0,79.0,936726.0,8.5,0,"[3.0, 'Medium Metro']"
2007.0,Illinois,Small Metro,4.0,103.0,1054013.0,10.1,0,"[4.0, 'Small Metro']"
2007.0,Illinois,Micropolitan (non-metro),5.0,99.0,907816.0,11.4,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Illinois,NonCore (non-metro),6.0,58.0,629185.0,9.7,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Indiana,Large Central Metro,1.0,123.0,883591.0,13.5,0,"[1.0, 'Large Central Metro']"
2007.0,Indiana,Large Fringe Metro,2.0,209.0,1976300.0,10.7,0,"[2.0, 'Large Fringe Metro']"
2007.0,Indiana,Medium Metro,3.0,93.0,938040.0,10.3,0,"[3.0, 'Medium Metro']"
2007.0,Indiana,Small Metro,4.0,152.0,1104875.0,14.3,0,"[4.0, 'Small Metro']"
2007.0,Indiana,Micropolitan (non-metro),5.0,136.0,1009488.0,14.2,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Indiana,NonCore (non-metro),6.0,68.0,467305.0,15.3,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Iowa,Medium Metro,3.0,107.0,1078031.0,9.8,0,"[3.0, 'Medium Metro']"
2007.0,Iowa,Small Metro,4.0,33.0,614487.0,5.9,0,"[4.0, 'Small Metro']"
2007.0,Iowa,Micropolitan (non-metro),5.0,27.0,498386.0,5.5,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Iowa,NonCore (non-metro),6.0,36.0,808308.0,4.3,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Kansas,Large Fringe Metro,2.0,69.0,793757.0,8.4,0,"[2.0, 'Large Fringe Metro']"
2007.0,Kansas,Medium Metro,3.0,84.0,608816.0,14.3,0,"[3.0, 'Medium Metro']"
2007.0,Kansas,Small Metro,4.0,41.0,433629.0,9.6,0,"[4.0, 'Small Metro']"
2007.0,Kansas,Micropolitan (non-metro),5.0,49.0,542196.0,9.9,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Kansas,NonCore (non-metro),6.0,27.0,405387.0,7.9,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Kentucky,Large Central Metro,1.0,96.0,723040.0,13.1,0,"[1.0, 'Large Central Metro']"
2007.0,Kentucky,Large Fringe Metro,2.0,84.0,624751.0,13.2,0,"[2.0, 'Large Fringe Metro']"
2007.0,Kentucky,Medium Metro,3.0,95.0,671134.0,14.1,0,"[3.0, 'Medium Metro']"
2007.0,Kentucky,Small Metro,4.0,52.0,406454.0,12.9,0,"[4.0, 'Small Metro']"
2007.0,Kentucky,Micropolitan (non-metro),5.0,135.0,824816.0,16.8,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Kentucky,NonCore (non-metro),6.0,246.0,1006477.0,25.2,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Louisiana,Large Central Metro,1.0,50.0,268751.0,18.2,0,"[1.0, 'Large Central Metro']"
2007.0,Louisiana,Large Fringe Metro,2.0,229.0,827614.0,27.7,0,"[2.0, 'Large Fringe Metro']"
2007.0,Louisiana,Medium Metro,3.0,263.0,1665607.0,15.9,0,"[3.0, 'Medium Metro']"
2007.0,Louisiana,Small Metro,4.0,150.0,842224.0,18.5,0,"[4.0, 'Small Metro']"
2007.0,Louisiana,Micropolitan (non-metro),5.0,70.0,402768.0,18.8,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Louisiana,NonCore (non-metro),6.0,46.0,368617.0,13.3,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Maine,Medium Metro,3.0,63.0,512265.0,12.9,0,"[3.0, 'Medium Metro']"
2007.0,Maine,Small Metro,4.0,26.0,259971.0,9.9,0,"[4.0, 'Small Metro']"
2007.0,Maine,Micropolitan (non-metro),5.0,16.0,121741.0,13.5,1,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Maine,NonCore (non-metro),6.0,54.0,433063.0,13.0,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Maryland,Large Central Metro,1.0,242.0,620306.0,39.8,0,"[1.0, 'Large Central Metro']"
2007.0,Maryland,Large Fringe Metro,2.0,460.0,4386180.0,10.3,0,"[2.0, 'Large Fringe Metro']"
2007.0,Maryland,Medium Metro,3.0,41.0,319866.0,13.0,0,"[3.0, 'Medium Metro']"
2007.0,Maryland,Small Metro,4.0,14.0,175048.0,8.1,1,"[4.0, 'Small Metro']"
2007.0,Massachusetts,Large Central Metro,1.0,136.0,693368.0,20.2,0,"[1.0, 'Large Central Metro']"
2007.0,Massachusetts,Large Fringe Metro,2.0,530.0,3883891.0,13.3,0,"[2.0, 'Large Fringe Metro']"
2007.0,Massachusetts,Medium Metro,3.0,181.0,1406556.0,13.1,0,"[3.0, 'Medium Metro']"
2007.0,Massachusetts,Small Metro,4.0,64.0,350263.0,19.2,0,"[4.0, 'Small Metro']"
2007.0,Massachusetts,Micropolitan (non-metro),5.0,10.0,87496.0,11.0,1,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Michigan,Large Central Metro,1.0,342.0,2499069.0,13.4,0,"[1.0, 'Large Central Metro']"
2007.0,Michigan,Large Fringe Metro,2.0,338.0,2859690.0,11.3,0,"[2.0, 'Large Fringe Metro']"
2007.0,Michigan,Medium Metro,3.0,164.0,1621916.0,10.3,0,"[3.0, 'Medium Metro']"
2007.0,Michigan,Small Metro,4.0,169.0,1180314.0,14.6,0,"[4.0, 'Small Metro']"
2007.0,Michigan,Micropolitan (non-metro),5.0,108.0,1143032.0,9.9,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Michigan,NonCore (non-metro),6.0,115.0,697263.0,17.9,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Minnesota,Large Central Metro,1.0,150.0,1626190.0,9.0,0,"[1.0, 'Large Central Metro']"
2007.0,Minnesota,Large Fringe Metro,2.0,74.0,1521477.0,4.7,0,"[2.0, 'Large Fringe Metro']"
2007.0,Minnesota,Medium Metro,3.0,19.0,233499.0,8.1,1,"[3.0, 'Medium Metro']"
2007.0,Minnesota,Small Metro,4.0,40.0,586813.0,7.0,0,"[4.0, 'Small Metro']"
2007.0,Minnesota,Micropolitan (non-metro),5.0,35.0,650691.0,5.7,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Minnesota,NonCore (non-metro),6.0,23.0,588533.0,4.2,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Mississippi,Large Fringe Metro,2.0,16.0,234897.0,6.8,1,"[2.0, 'Large Fringe Metro']"
2007.0,Mississippi,Medium Metro,3.0,135.0,915942.0,14.7,0,"[3.0, 'Medium Metro']"
2007.0,Mississippi,Small Metro,4.0,12.0,137293.0,9.9,1,"[4.0, 'Small Metro']"
2007.0,Mississippi,Micropolitan (non-metro),5.0,90.0,960203.0,9.7,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Mississippi,NonCore (non-metro),6.0,61.0,680015.0,9.3,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Missouri,Large Central Metro,1.0,149.0,980954.0,15.2,0,"[1.0, 'Large Central Metro']"
2007.0,Missouri,Large Fringe Metro,2.0,220.0,2239843.0,9.8,0,"[2.0, 'Large Fringe Metro']"
2007.0,Missouri,Medium Metro,3.0,93.0,446123.0,21.4,0,"[3.0, 'Medium Metro']"
2007.0,Missouri,Small Metro,4.0,76.0,676904.0,11.2,0,"[4.0, 'Small Metro']"
2007.0,Missouri,Micropolitan (non-metro),5.0,85.0,699260.0,12.6,0,"[5.0, 'Micropolitan (non-metro)']"
2007.0,Missouri,NonCore (non-metro),6.0,91.0,844528.0,12.0,0,"[6.0, 'NonCore (non-metro)']"
2007.0,Montana,Small Metro,4.0,50.0,338664.0,14.7,0,"[4.0, 'Small Metro']"
2007.0,Montana,Micropolitan (non-metro),5.0,34.0,280040.0,11.4,0,"[5.0, 'Micropolitan (non-metro)']"
