State,Year,Deaths,Population,Age Adjusted Rate,aar_unreliable,code
North Dakota,2003.0,22.0,638817.0,3.5,0,ND
North Dakota,2004.0,17.0,644705.0,2.6,1,ND
North Dakota,2005.0,12.0,646089.0,1.8,1,ND
North Dakota,2006.0,14.0,649422.0,2.1,1,ND
North Dakota,2007.0,32.0,652822.0,4.8,0,ND
North Dakota,2008.0,46.0,657569.0,7.4,0,ND
North Dakota,2009.0,27.0,664968.0,4.4,0,ND
North Dakota,2010.0,23.0,672591.0,3.4,0,ND
North Dakota,2011.0,16.0,685326.0,2.0,1,ND
North Dakota,2012.0,21.0,702265.0,3.1,0,ND
North Dakota,2013.0,20.0,723626.0,2.8,0,ND
North Dakota,2014.0,43.0,740040.0,6.3,0,ND
North Dakota,2015.0,61.0,756927.0,8.6,0,ND
Ohio,1999.0,467.0,11335454.0,4.1,0,OH
Ohio,2000.0,563.0,11353140.0,5.0,0,OH
Ohio,2001.0,737.0,11387404.0,6.5,0,OH
Ohio,2002.0,931.0,11407889.0,8.2,0,OH
Ohio,2003.0,775.0,11434788.0,6.8,0,OH
Ohio,2004.0,1136.0,11452251.0,9.9,0,OH
Ohio,2005.0,1243.0,11463320.0,10.9,0,OH
Ohio,2006.0,1515.0,11481213.0,13.2,0,OH
Ohio,2007.0,1592.0,11500468.0,13.9,0,OH
Ohio,2008.0,1733.0,11515391.0,15.1,0,OH
Ohio,2009.0,1236.0,11528896.0,10.9,0,OH
Ohio,2010.0,1835.0,11536504.0,16.1,0,OH
Ohio,2011.0,2025.0,11545442.0,17.7,0,OH
Ohio,2012.0,2125.0,11551783.0,18.9,0,OH
Ohio,2013.0,2347.0,11572232.0,20.8,0,OH
Ohio,2014.0,2744.0,11596998.0,24.6,0,OH
Ohio,2015.0,3310.0,11613423.0,29.9,0,OH
Oklahoma,1999.0,178.0,3437147.0,5.3,0,OK
Oklahoma,2000.0,237.0,3450654.0,7.1,0,OK
Oklahoma,2001.0,269.0,3467100.0,8.0,0,OK
Oklahoma,2002.0,240.0,3489080.0,7.1,0,OK
Oklahoma,2003.0,400.0,3504892.0,11.8,0,OK
Oklahoma,2004.0,476.0,3525233.0,13.9,0,OK
Oklahoma,2005.0,478.0,3548597.0,13.9,0,OK
Oklahoma,2006.0,563.0,3594090.0,16.2,0,OK
Oklahoma,2007.0,666.0,3634349.0,18.8,0,OK
Oklahoma,2008.0,564.0,3668976.0,15.6,0,OK
Oklahoma,2009.0,756.0,3717572.0,20.6,0,OK
Oklahoma,2010.0,717.0,3751351.0,19.5,0,OK
Oklahoma,2011.0,703.0,3786626.0,18.9,0,OK
Oklahoma,2012.0,771.0,3817679.0,20.6,0,OK
Oklahoma,2013.0,790.0,3853405.0,20.6,0,OK
Oklahoma,2014.0,777.0,3879610.0,20.4,0,OK
Oklahoma,2015.0,725.0,3911338.0,19.0,0,OK
Oregon,1999.0,210.0,3393941.0,6.1,0,OR
Oregon,2000.0,208.0,3421399.0,6.0,0,OR
Oregon,2001.0,241.0,3467937.0,6.9,0,OR
Oregon,2002.0,318.0,3513424.0,8.9,0,OR
Oregon,2003.0,355.0,3547376.0,9.8,0,OR
Oregon,2004.0,365.0,3569463.0,10.0,0,OR
Oregon,2005.0,386.0,3613202.0,10.4,0,OR
Oregon,2006.0,485.0,3670883.0,12.9,0,OR
Oregon,2007.0,502.0,3722417.0,13.1,0,OR
Oregon,2008.0,452.0,3768748.0,11.8,0,OR
Oregon,2009.0,501.0,3808600.0,12.9,0,OR
Oregon,2010.0,503.0,3831074.0,12.9,0,OR
Oregon,2011.0,532.0,3868509.0,13.5,0,OR
Oregon,2012.0,490.0,3899444.0,12.5,0,OR
Oregon,2013.0,455.0,3928030.0,11.3,0,OR
Oregon,2014.0,522.0,3971202.0,12.8,0,OR
Oregon,2015.0,505.0,4028977.0,12.0,0,OR
Pennsylvania,1999.0,990.0,12263805.0,8.1,0,PA
Pennsylvania,2000.0,1147.0,12281054.0,9.5,0,PA
Pennsylvania,2001.0,958.0,12298970.0,7.9,0,PA
Pennsylvania,2002.0,1097.0,12331031.0,9.1,0,PA
Pennsylvania,2003.0,1381.0,12374658.0,11.4,0,PA
Pennsylvania,2004.0,1544.0,12410722.0,12.7,0,PA
Pennsylvania,2005.0,1613.0,12449990.0,13.2,0,PA
Pennsylvania,2006.0,1638.0,12510809.0,13.5,0,PA
Pennsylvania,2007.0,1733.0,12563937.0,13.9,0,PA
Pennsylvania,2008.0,1850.0,12612285.0,14.9,0,PA
Pennsylvania,2009.0,1909.0,12666858.0,15.3,0,PA
Pennsylvania,2010.0,1916.0,12702379.0,15.3,0,PA
Pennsylvania,2011.0,2289.0,12745202.0,18.3,0,PA
Pennsylvania,2012.0,2365.0,12772789.0,18.9,0,PA
Pennsylvania,2013.0,2426.0,12783536.0,19.4,0,PA
Pennsylvania,2014.0,2732.0,12793767.0,21.9,0,PA
Pennsylvania,2015.0,3264.0,12802503.0,26.3,0,PA
Rhode Island,1999.0,58.0,1040402.0,5.5,0,RI
Rhode Island,2000.0,74.0,1048319.0,7.0,0,RI
Rhode Island,2001.0,110.0,1057142.0,10.2,0,RI
Rhode Island,2002.0,99.0,1065995.0,9.4,0,RI
Rhode Island,2003.0,146.0,1071342.0,13.7,0,RI
Rhode Island,2004.0,106.0,1074579.0,9.8,0,RI
Rhode Island,2005.0,156.0,1067916.0,14.3,0,RI
Rhode Island,2006.0,175.0,1063096.0,16.4,0,RI
Rhode Island,2007.0,135.0,1057315.0,12.4,0,RI
Rhode Island,2008.0,185.0,1055003.0,17.3,0,RI
Rhode Island,2009.0,161.0,1053646.0,14.8,0,RI
Rhode Island,2010.0,167.0,1052567.0,15.5,0,RI
Rhode Island,2011.0,190.0,1051856.0,17.6,0,RI
Rhode Island,2012.0,196.0,1052393.0,18.2,0,RI
Rhode Island,2013.0,241.0,1052856.0,22.3,0,RI
Rhode Island,2014.0,247.0,1054907.0,23.3,0,RI
Rhode Island,2015.0,310.0,1056298.0,28.2,0,RI
South Carolina,1999.0,147.0,3974682.0,3.7,0,SC
South Carolina,2000.0,258.0,4012012.0,6.4,0,SC
South Carolina,2001.0,242.0,4064995.0,5.9,0,SC
South Carolina,2002.0,217.0,4107795.0,5.3,0,SC
South Carolina,2003.0,287.0,4150297.0,7.0,0,SC
South Carolina,2004.0,356.0,4210921.0,8.5,0,SC
South Carolina,2005.0,427.0,4270150.0,9.9,0,SC
South Carolina,2006.0,554.0,4357847.0,12.7,0,SC
South Carolina,2007.0,545.0,4444110.0,12.2,0,SC
South Carolina,2008.0,565.0,4528996.0,12.5,0,SC
South Carolina,2009.0,615.0,4589872.0,13.3,0,SC
South Carolina,2010.0,678.0,4625364.0,14.6,0,SC
South Carolina,2011.0,618.0,4672733.0,13.3,0,SC
South Carolina,2012.0,587.0,4721341.0,12.5,0,SC
South Carolina,2013.0,620.0,4768498.0,13.0,0,SC
South Carolina,2014.0,701.0,4829160.0,14.5,0,SC
South Carolina,2015.0,761.0,4896146.0,15.7,0,SC
South Dakota,1999.0,17.0,750412.0,2.4,1,SD
South Dakota,2000.0,20.0,754844.0,2.8,0,SD
South Dakota,2001.0,24.0,757972.0,3.2,0,SD
South Dakota,2002.0,22.0,760020.0,3.0,0,SD
South Dakota,2003.0,24.0,763729.0,3.3,0,SD
South Dakota,2004.0,43.0,770396.0,5.8,0,SD
South Dakota,2005.0,40.0,775493.0,5.5,0,SD
South Dakota,2006.0,37.0,783033.0,5.1,0,SD
South Dakota,2007.0,32.0,791623.0,4.1,0,SD
South Dakota,2008.0,54.0,799124.0,7.3,0,SD
South Dakota,2009.0,49.0,807067.0,6.7,0,SD
South Dakota,2010.0,45.0,814180.0,6.3,0,SD
South Dakota,2011.0,57.0,824289.0,7.1,0,SD
South Dakota,2012.0,42.0,834631.0,5.5,0,SD
South Dakota,2013.0,55.0,845270.0,6.9,0,SD
South Dakota,2014.0,63.0,853304.0,7.8,0,SD
South Dakota,2015.0,65.0,858469.0,8.4,0,SD
Tennessee,1999.0,344.0,5638706.0,6.0,0,TN
Tennessee,2000.0,397.0,5689283.0,6.9,0,TN
Tennessee,2001.0,424.0,5750789.0,7.3,0,TN
Tennessee,2002.0,491.0,5795918.0,8.4,0,TN
Tennessee,2003.0,662.0,5847812.0,11.3,0,TN
Tennessee,2004.0,763.0,5910809.0,12.8,0,TN
Tennessee,2005.0,872.0,5991057.0,14.5,0,TN
Tennessee,2006.0,975.0,6088766.0,16.0,0,TN
Tennessee,2007.0,985.0,6175727.0,15.8,0,TN
Tennessee,2008.0,938.0,6247411.0,14.8,0,TN
Tennessee,2009.0,962.0,6306019.0,15.1,0,TN
Tennessee,2010.0,1080.0,6346105.0,16.9,0,TN
Tennessee,2011.0,1090.0,6398408.0,17.2,0,TN
Tennessee,2012.0,1131.0,6455469.0,17.6,0,TN
Tennessee,2013.0,1187.0,6496130.0,18.1,0,TN
Tennessee,2014.0,1269.0,6547779.0,19.5,0,TN
Tennessee,2015.0,1457.0,6600299.0,22.2,0,TN
Texas,1999.0,1087.0,20558220.0,5.4,0,TX
Texas,2000.0,1021.0,20851820.0,5.0,0,TX
Texas,2001.0,1374.0,21319622.0,6.6,0,TX
Texas,2002.0,1598.0,21690325.0,7.5,0,TX
Texas,2003.0,1753.0,22030931.0,8.1,0,TX
Texas,2004.0,1813.0,22394023.0,8.2,0,TX
Texas,2005.0,1910.0,22778123.0,8.5,0,TX
Texas,2006.0,2191.0,23359580.0,9.5,0,TX
Texas,2007.0,2194.0,23831983.0,9.3,0,TX
Texas,2008.0,2053.0,24309039.0,8.6,0,TX
Texas,2009.0,2409.0,24801761.0,9.8,0,TX
Texas,2010.0,2399.0,25145561.0,9.6,0,TX
Texas,2011.0,2589.0,25654464.0,10.1,0,TX
Texas,2012.0,2447.0,26089741.0,9.4,0,TX
Texas,2013.0,2446.0,26500674.0,9.3,0,TX
Texas,2014.0,2601.0,26979078.0,9.7,0,TX
Texas,2015.0,2588.0,27469114.0,9.4,0,TX
Utah,1999.0,205.0,2203482.0,10.6,0,UT
Utah,2000.0,210.0,2233169.0,10.4,0,UT
Utah,2001.0,209.0,2283715.0,10.4,0,UT
Utah,2002.0,288.0,2324815.0,14.0,0,UT
Utah,2003.0,353.0,2360137.0,16.1,0,UT
Utah,2004.0,358.0,2401580.0,16.3,0,UT
Utah,2005.0,438.0,2457719.0,19.3,0,UT
Utah,2006.0,444.0,2525507.0,19.1,0,UT
Utah,2007.0,511.0,2597746.0,21.3,0,UT
Utah,2008.0,468.0,2663029.0,19.0,0,UT
Utah,2009.0,478.0,2723421.0,19.1,0,UT
Utah,2010.0,433.0,2763885.0,16.9,0,UT
Utah,2011.0,504.0,2816440.0,19.5,0,UT
Utah,2012.0,601.0,2856343.0,23.1,0,UT
Utah,2013.0,594.0,2903685.0,22.1,0,UT
Utah,2014.0,603.0,2944498.0,22.4,0,UT
Utah,2015.0,646.0,2995919.0,23.4,0,UT
Vermont,1999.0,29.0,604683.0,4.7,0,VT
Vermont,2000.0,36.0,608827.0,5.8,0,VT
Vermont,2001.0,44.0,612223.0,7.1,0,VT
Vermont,2002.0,47.0,615442.0,7.5,0,VT
Vermont,2003.0,65.0,617858.0,10.2,0,VT
Vermont,2004.0,50.0,619920.0,8.0,0,VT
Vermont,2005.0,53.0,621215.0,8.5,0,VT
Vermont,2006.0,75.0,622892.0,12.2,0,VT
Vermont,2007.0,66.0,623481.0,10.8,0,VT
Vermont,2008.0,73.0,624151.0,10.9,0,VT
Vermont,2009.0,55.0,624817.0,8.3,0,VT
Vermont,2010.0,63.0,625741.0,9.7,0,VT
Vermont,2011.0,83.0,626687.0,12.9,0,VT
Vermont,2012.0,70.0,626398.0,11.0,0,VT
Vermont,2013.0,93.0,627129.0,15.1,0,VT
Vermont,2014.0,83.0,626767.0,14.0,0,VT
Vermont,2015.0,99.0,626042.0,16.7,0,VT
Virginia,1999.0,366.0,7000174.0,5.1,0,VA
Virginia,2000.0,411.0,7078515.0,5.6,0,VA
Virginia,2001.0,459.0,7198362.0,6.2,0,VA
Virginia,2002.0,509.0,7286873.0,6.8,0,VA
Virginia,2003.0,547.0,7366977.0,7.2,0,VA
Virginia,2004.0,558.0,7475575.0,7.3,0,VA
Virginia,2005.0,581.0,7577105.0,7.5,0,VA
Virginia,2006.0,629.0,7673725.0,8.1,0,VA
Virginia,2007.0,700.0,7751000.0,8.9,0,VA
Virginia,2008.0,718.0,7833496.0,9.0,0,VA
Virginia,2009.0,685.0,7925937.0,8.5,0,VA
Virginia,2010.0,558.0,8001024.0,6.8,0,VA
Virginia,2011.0,798.0,8110783.0,9.7,0,VA
Virginia,2012.0,733.0,8193374.0,8.9,0,VA
Virginia,2013.0,854.0,8267875.0,10.2,0,VA
Virginia,2014.0,980.0,8328098.0,11.7,0,VA
Virginia,2015.0,1039.0,8382993.0,12.4,0,VA
Washington,1999.0,555.0,5842564.0,9.3,0,WA
Washington,2000.0,556.0,5894121.0,9.2,0,WA
Washington,2001.0,499.0,5985722.0,8.1,0,WA
Washington,2002.0,643.0,6052349.0,10.4,0,WA
Washington,2003.0,696.0,6104115.0,11.1,0,WA
Washington,2004.0,811.0,6178645.0,12.7,0,WA
Washington,2005.0,850.0,6257305.0,13.0,0,WA
Washington,2006.0,897.0,6370753.0,13.6,0,WA
Washington,2007.0,962.0,6461587.0,14.4,0,WA
Washington,2008.0,1011.0,6562231.0,14.8,0,WA
Washington,2009.0,987.0,6667426.0,14.3,0,WA
Washington,2010.0,916.0,6724540.0,13.1,0,WA
Washington,2011.0,997.0,6823229.0,14.1,0,WA
Washington,2012.0,985.0,6897292.0,13.7,0,WA
Washington,2013.0,969.0,6973281.0,13.4,0,WA
Washington,2014.0,979.0,7063166.0,13.3,0,WA
Washington,2015.0,1094.0,7170351.0,14.8,0,WA
West Virginia,1999.0,75.0,1811799.0,4.1,0,WV
West Virginia,2000.0,113.0,1808344.0,6.2,0,WV
West Virginia,2001.0,206.0,1801481.0,11.5,0,WV
West Virginia,2002.0,229.0,1805414.0,13.0,0,WV
West Virginia,2003.0,262.0,1812295.0,15.1,0,WV
West Virginia,2004.0,333.0,1816438.0,18.8,0,WV
West Virginia,2005.0,184.0,1820492.0,10.5,0,WV
West Virginia,2006.0,362.0,1827912.0,20.4,0,WV
West Virginia,2007.0,397.0,1834052.0,22.5,0,WV
West Virginia,2008.0,459.0,1840310.0,25.8,0,WV
West Virginia,2009.0,226.0,1847775.0,12.4,0,WV
West Virginia,2010.0,512.0,1852994.0,28.9,0,WV
West Virginia,2011.0,635.0,1854948.0,36.3,0,WV
West Virginia,2012.0,558.0,1856283.0,32.0,0,WV
West Virginia,2013.0,570.0,1852985.0,32.2,0,WV
West Virginia,2014.0,627.0,1848751.0,35.6,0,WV
West Virginia,2015.0,725.0,1844128.0,41.5,0,WV
Wisconsin,1999.0,212.0,5332666.0,4.0,0,WI
Wisconsin,2000.0,248.0,5363675.0,4.6,0,WI
Wisconsin,2001.0,269.0,5406835.0,4.9,0,WI
Wisconsin,2002.0,340.0,5445162.0,6.2,0,WI
Wisconsin,2003.0,383.0,5479203.0,7.0,0,WI
Wisconsin,2004.0,437.0,5514026.0,7.9,0,WI
Wisconsin,2005.0,518.0,5546166.0,9.3,0,WI
Wisconsin,2006.0,593.0,5577655.0,10.6,0,WI
Wisconsin,2007.0,622.0,5610775.0,11.1,0,WI
Wisconsin,2008.0,606.0,5640996.0,10.6,0,WI
Wisconsin,2009.0,631.0,5669264.0,10.9,0,WI
Wisconsin,2010.0,630.0,5686986.0,10.9,0,WI
Wisconsin,2011.0,698.0,5709720.0,12.1,0,WI
Wisconsin,2012.0,692.0,5726422.0,12.2,0,WI
Wisconsin,2013.0,856.0,5743653.0,15.0,0,WI
Wisconsin,2014.0,853.0,5759432.0,15.0,0,WI
Wisconsin,2015.0,878.0,5771337.0,15.5,0,WI
Wyoming,1999.0,20.0,491780.0,4.1,0,WY
Wyoming,2000.0,22.0,493782.0,4.6,0,WY
Wyoming,2001.0,22.0,494657.0,4.5,0,WY
Wyoming,2002.0,34.0,500017.0,6.9,0,WY
Wyoming,2003.0,30.0,503453.0,5.9,0,WY
Wyoming,2004.0,46.0,509106.0,9.1,0,WY
Wyoming,2005.0,26.0,514157.0,4.9,0,WY
Wyoming,2006.0,55.0,522667.0,10.6,0,WY
Wyoming,2007.0,63.0,534876.0,12.3,0,WY
Wyoming,2008.0,74.0,546043.0,14.1,0,WY
Wyoming,2009.0,60.0,559851.0,10.9,0,WY
Wyoming,2010.0,85.0,563626.0,15.0,0,WY
Wyoming,2011.0,85.0,567768.0,15.2,0,WY
Wyoming,2012.0,98.0,577080.0,16.8,0,WY
Wyoming,2013.0,98.0,583131.0,17.3,0,WY
Wyoming,2014.0,109.0,584304.0,19.4,0,WY
Wyoming,2015.0,96.0,586107.0,16.5,0,WY
